severe_hospital_name,hpid,severe_myocardial_infarction_reperfusion_yn,severe_infant_intussusception_obstruction_yn,severe_adult_gi_emergency_endoscopy_yn,severe_infant_gi_emergency_endoscopy_yn,severe_adult_bronchial_emergency_endoscopy_yn,severe_infant_bronchial_emergency_endoscopy_yn,severe_low_birth_weight_infant_intensive_care_yn,severe_obstetric_delivery_yn,severe_obstetric_surgery_yn,severe_gynecologic_surgery_yn,severe_burn_specialized_treatment_yn,severe_cerebral_infarction_reperfusion_yn,severe_finger_toe_replantation_yn,severe_other_limb_replantation_yn,severe_emergency_dialysis_hd_yn,severe_emergency_dialysis_crrt_yn,severe_psychiatric_emergency_closed_ward_yn,severe_ophthalmic_emergency_surgery_yn,severe_adult_interventional_radiology_yn,severe_infant_interventional_radiology_yn,severe_er_gatekeeper_yn,severe_subarachnoid_hemorrhage_surgery_yn,severe_other_cerebral_hemorrhage_surgery_yn,severe_thoracic_aortic_emergency_yn,severe_abdominal_aortic_emergency_yn,severe_gallbladder_disease_yn,severe_biliary_tract_disease_yn,severe_nontraumatic_abdominal_emergency_surgery_yn,severe_infant_intussusception_obstruction_msg,severe_infant_gi_emergency_endoscopy_msg,severe_low_birth_weight_infant_msg,severe_infant_interventional_radiology_msg,query_sido,query_sigungu,severe_infant_bronchial_emergency_endoscopy_msg,severe_collected_at
구포성심병원,A1200045,N,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,,,,,부산광역시,북구,,2026-05-23 19:35:48
의료법인 인당의료재단 부민병원,A1200006,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,Y,Y,Y,,,,,부산광역시,북구,,2026-05-23 19:35:48
의료법인 은성의료재단 좋은삼선병원,A1200005,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,,,,,부산광역시,사상구,,2026-05-23 19:35:48
한국보훈복지의료공단 부산보훈병원,A1200016,N,UNKNOWN,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,부산광역시,사상구,,2026-05-23 19:35:48
고신대학교복음병원,A1200004,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,,,,,부산광역시,서구,,2026-05-23 19:35:48
부산대학교병원,A1200002,Y,Y,Y,UNKNOWN,Y,UNKNOWN,Y,Y,Y,Y,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,,,,,부산광역시,서구,,2026-05-23 19:35:48
동아대학교병원,A1200003,Y,N,Y,UNKNOWN,N,UNKNOWN,Y,Y,Y,Y,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,,,,,부산광역시,서구,,2026-05-23 19:35:48
삼육부산병원,A1200021,N,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,UNKNOWN,N,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,N,N,Y,Y,Y,,,,,부산광역시,서구,,2026-05-23 19:35:48
의료법인 은성의료재단 좋은강안병원,A1200008,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,Y,Y,Y,,,,,부산광역시,수영구,,2026-05-23 19:35:48
비에이치에스한서병원,A1200007,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,Y,Y,,,,,부산광역시,수영구,,2026-05-23 19:35:48
의료법인 센텀의료재단 센텀종합병원,A1200098,N,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,Y,Y,Y,,,,,부산광역시,수영구,,2026-05-23 19:35:48
부산광역시의료원,A1200024,Y,UNKNOWN,N,N,N,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,N,UNKNOWN,UNKNOWN,N,N,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,N,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,부산광역시,연제구,,2026-05-23 19:35:48
의료법인 행도의료재단 해동병원,A1200012,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,,,,,부산광역시,영도구,,2026-05-23 19:35:48
영도병원,A1200014,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,,,,,부산광역시,영도구,,2026-05-23 19:35:48
재단법인천주교부산교구유지재단 메리놀병원,A1200023,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,,,,,부산광역시,중구,,2026-05-23 19:35:48
의료법인 인당의료재단 해운대부민병원,A1205143,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,Y,Y,Y,,,,,부산광역시,해운대구,,2026-05-23 19:35:48
인제대학교 해운대백병원,A1200022,Y,Y,Y,UNKNOWN,Y,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,UNKNOWN,Y,Y,UNKNOWN,Y,Y,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,Y,Y,Y,,,,,부산광역시,해운대구,,2026-05-23 19:35:48
연세대학교의과대학강남세브란스병원,A1100015,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,Y,N,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,N,UNKNOWN,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,,,,,서울특별시,강남구,,2026-05-23 19:35:48
삼성서울병원,A1100010,Y,Y,Y,Y,UNKNOWN,Y,Y,Y,Y,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,서울특별시,강남구,,2026-05-23 19:35:48
강동경희대학교병원,A1100043,Y,UNKNOWN,Y,UNKNOWN,Y,UNKNOWN,Y,Y,Y,Y,UNKNOWN,Y,UNKNOWN,Y,Y,Y,UNKNOWN,Y,Y,UNKNOWN,Y,Y,Y,UNKNOWN,Y,Y,Y,Y,,,,,서울특별시,강동구,,2026-05-23 19:35:48
성심의료재단강동성심병원,A1100028,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,Y,Y,UNKNOWN,Y,Y,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,,,,,서울특별시,강동구,,2026-05-23 19:35:48
한국보훈복지의료공단중앙보훈병원,A1100053,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,N,UNKNOWN,Y,,,,,서울특별시,강동구,,2026-05-23 19:35:48
이화여자대학교의과대학부속서울병원,A1120796,Y,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,Y,UNKNOWN,Y,Y,UNKNOWN,Y,Y,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,,,,,서울특별시,강서구,,2026-05-23 19:35:48
부민병원,A1100036,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,서울특별시,강서구,,2026-05-23 19:35:48
의료법인서울효천의료재단에이치플러스양지병원,A1100041,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,N,UNKNOWN,UNKNOWN,Y,Y,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,N,N,UNKNOWN,UNKNOWN,Y,Y,Y,,,,,서울특별시,관악구,,2026-05-23 19:35:48
건국대학교병원,A1100002,Y,UNKNOWN,Y,UNKNOWN,Y,UNKNOWN,Y,Y,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,UNKNOWN,Y,Y,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,Y,Y,Y,,,,,서울특별시,광진구,,2026-05-23 19:35:48
혜민병원,A1100051,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,N,UNKNOWN,UNKNOWN,N,UNKNOWN,UNKNOWN,,,,,서울특별시,광진구,,2026-05-23 19:35:48
구로성심병원,A1100026,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,,,,,서울특별시,구로구,,2026-05-23 19:35:48
고려대학교의과대학부속구로병원,A1100014,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,서울특별시,구로구,,2026-05-23 19:35:48
희명병원,A1100049,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,,,,,서울특별시,금천구,,2026-05-23 19:35:48
한국원자력의학원원자력병원,A1100027,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,서울특별시,노원구,,2026-05-23 19:35:48
인제대학교상계백병원,A1100016,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,Y,N,N,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,Y,Y,Y,UNKNOWN,Y,,,,,서울특별시,노원구,,2026-05-23 19:35:48
노원을지대학교병원,A1100048,N,Y,Y,N,N,UNKNOWN,Y,Y,Y,Y,UNKNOWN,Y,Y,Y,Y,Y,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,Y,Y,Y,,,,,서울특별시,노원구,,2026-05-23 19:35:48
의료법인한전의료재단한일병원,A1100020,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,UNKNOWN,UNKNOWN,Y,Y,UNKNOWN,UNKNOWN,N,N,Y,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,,,,,서울특별시,도봉구,,2026-05-23 19:35:48
경희대학교병원,A1100001,Y,UNKNOWN,Y,Y,Y,UNKNOWN,Y,N,N,Y,UNKNOWN,Y,N,N,Y,Y,Y,Y,Y,UNKNOWN,Y,Y,Y,UNKNOWN,N,Y,Y,Y,,,,,서울특별시,동대문구,,2026-05-23 19:35:48
삼육서울병원,A1100021,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,,,,,서울특별시,동대문구,,2026-05-23 19:35:48
서울특별시동부병원,A1100022,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,서울특별시,동대문구,,2026-05-23 19:35:48
서울성심병원,A1100050,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,서울특별시,동대문구,,2026-05-23 19:35:48
서울특별시보라매병원,A1100040,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,UNKNOWN,Y,Y,Y,Y,UNKNOWN,UNKNOWN,Y,Y,Y,Y,Y,Y,UNKNOWN,Y,,,,,서울특별시,동작구,,2026-05-23 19:35:48
중앙대학교병원,A1100003,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,Y,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,,,,,서울특별시,동작구,,2026-05-23 19:35:48
연세대학교의과대학세브란스병원,A1100007,Y,Y,Y,N,Y,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,N,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,서울특별시,서대문구,,2026-05-23 19:35:48
의료법인동신의료재단동신병원,A1100025,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,서울특별시,서대문구,,2026-05-23 19:35:48
학교법인가톨릭학원가톨릭대학교서울성모병원,A1100012,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,서울특별시,서초구,,2026-05-23 19:35:48
기쁨병원,A1122033,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,서울특별시,서초구,,2026-05-23 19:35:48
한양대학교병원,A1100013,Y,Y,Y,Y,UNKNOWN,UNKNOWN,Y,Y,Y,Y,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,,,,,서울특별시,성동구,,2026-05-23 19:35:48
학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),A1100008,Y,Y,Y,Y,UNKNOWN,UNKNOWN,Y,Y,Y,Y,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,서울특별시,성북구,,2026-05-23 19:35:48
경찰병원,A1100039,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,서울특별시,송파구,,2026-05-23 19:35:48
재단법인아산사회복지재단서울아산병원,A1100009,Y,Y,Y,Y,UNKNOWN,UNKNOWN,Y,Y,Y,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,Y,Y,Y,Y,UNKNOWN,Y,Y,Y,UNKNOWN,Y,Y,Y,Y,,,,,서울특별시,송파구,,2026-05-23 19:35:48
홍익병원,A1100019,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,서울특별시,양천구,,2026-05-23 19:35:48
서울특별시서남병원,A1100223,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,N,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,N,UNKNOWN,UNKNOWN,,,,,서울특별시,양천구,,2026-05-23 19:35:48
이화여자대학교의과대학부속목동병원,A1100005,Y,UNKNOWN,Y,UNKNOWN,Y,UNKNOWN,Y,Y,Y,Y,UNKNOWN,Y,Y,UNKNOWN,Y,Y,Y,Y,Y,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,,,,,서울특별시,양천구,,2026-05-23 19:35:48
가톨릭대학교여의도성모병원,A1100011,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,UNKNOWN,Y,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,,,,,서울특별시,영등포구,,2026-05-23 19:35:48
명지성모병원,A1100024,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,서울특별시,영등포구,,2026-05-23 19:35:48
대림성모병원,A1100037,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,서울특별시,영등포구,,2026-05-23 19:35:48
한림대학교강남성심병원,A1100055,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,UNKNOWN,Y,Y,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,Y,Y,Y,,,,,서울특별시,영등포구,,2026-05-23 19:35:48
성애의료재단성애병원,A1100054,Y,UNKNOWN,N,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,N,N,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,,,,,서울특별시,영등포구,,2026-05-23 19:35:48
씨엠병원,A1100045,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,서울특별시,영등포구,,2026-05-23 19:35:48
순천향대학교부속서울병원,A1100004,N,UNKNOWN,Y,Y,UNKNOWN,UNKNOWN,Y,N,N,N,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,,,,,서울특별시,용산구,,2026-05-23 19:35:48
가톨릭대학교은평성모병원,A1121013,Y,Y,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,,,,,서울특별시,은평구,,2026-05-23 19:35:48
의료법인청구성심병원,A1100023,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,서울특별시,은평구,,2026-05-23 19:35:48
서울대학교병원,A1100017,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,UNKNOWN,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,,,,,서울특별시,종로구,,2026-05-23 19:35:48
강북삼성병원,A1100006,Y,UNKNOWN,Y,Y,UNKNOWN,UNKNOWN,Y,Y,Y,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,Y,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,,,,,서울특별시,종로구,,2026-05-23 19:35:48
서울적십자병원,A1100029,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,서울특별시,종로구,,2026-05-23 19:35:48
세란병원,A1100032,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,서울특별시,종로구,,2026-05-23 19:35:48
